id,type,publication_id,label,title,year,journal_id,journal_name,cited_by_count
publication:W3214833809,publication,W3214833809,Qualitative evaluation and research methods,Qualitative evaluation and research methods,1990,name:без журнала,Без журнала,21746
publication:W2390008750,publication,W2390008750,Qualitative evaluation and research methods,Qualitative evaluation and research methods,1990,S189354248,International Journal of Information Management,18152
publication:W2087585288,publication,W2087585288,Soft self-consistent pseudopotentials in a generalized eigenvalue formalism,Soft self-consistent pseudopotentials in a generalized eigenvalue formalism,1990,S4210174675,"Physical review. B, Condensed matter",22780
publication:W1856219842,publication,W1856219842,Standard methods: For the examination of water and waste water,Standard methods: For the examination of water and waste water,1990,S7858788,Analytical Biochemistry,72466
publication:W2107031757,publication,W2107031757,Statistical power analysis for the behavioral sciences,Statistical power analysis for the behavioral sciences,1990,S60115552,Computers Environment and Urban Systems,65671
publication:W1541515907,publication,W1541515907,The consequences of modernity,The consequences of modernity,1990,S2764375719,Choice Reviews Online,19498
publication:W2157207849,publication,W2157207849,The three worlds of welfare capitalism,The three worlds of welfare capitalism,1990,S2764375719,Choice Reviews Online,16679
publication:W2132984323,publication,W2132984323,A theory for multiresolution signal decomposition: the wavelet representation,A theory for multiresolution signal decomposition: the wavelet representation,1989,S199944782,IEEE Transactions on Pattern Analysis and Machine Intelligence,20944
publication:W2056879345,publication,W2056879345,A Thousand Plateaus: Capitalism and Schizophrenia,A Thousand Plateaus: Capitalism and Schizophrenia,1989,S181027741,The Journal of Interdisciplinary History,22807
publication:W2125838338,publication,W2125838338,A tutorial on hidden Markov models and selected applications in speech recognition,A tutorial on hidden Markov models and selected applications in speech recognition,1989,S68686220,Proceedings of the IEEE,22674
publication:W3123397884,publication,W3123397884,Building Theories from Case Study Research,Building Theories from Case Study Research,1989,S46763546,Academy of Management Review,15843
publication:W2141951329,publication,W2141951329,Building Theories from Case Study Research,Building Theories from Case Study Research,1989,S46763546,Academy of Management Review,23103
publication:W2138522501,publication,W2138522501,Chemical and isotopic systematics of oceanic basalts: implications for mantle composition and processes,Chemical and isotopic systematics of oceanic basalts: implications for mantle composition and processes,1989,S29311329,Geological Society London Special Publications,25095
publication:W2069006374,publication,W2069006374,Gaussian basis sets for use in correlated molecular calculations. I. The atoms boron through neon and hydrogen,Gaussian basis sets for use in correlated molecular calculations. I. The atoms boron through neon and hydrogen,1989,S77047749,The Journal of Chemical Physics,31474
publication:W4301861531,publication,W4301861531,Generalized Linear Models,Generalized Linear Models,1989,name:без журнала,Без журнала,16690
publication:W3023540311,publication,W3023540311,"Genetic algorithms in search, optimization, and machine learning","Genetic algorithms in search, optimization, and machine learning",1989,S2764375719,Choice Reviews Online,49332
publication:W2144634347,publication,W2144634347,Molecular Cloning: A Laboratory Manual,Molecular Cloning: A Laboratory Manual,1989,name:без журнала,Без журнала,129991
publication:W2137983211,publication,W2137983211,Multilayer feedforward networks are universal approximators,Multilayer feedforward networks are universal approximators,1989,S123019304,Neural Networks,20944
publication:W1791587663,publication,W1791587663,"Perceived Usefulness, Perceived Ease of Use, and User Acceptance of Information Technology","Perceived Usefulness, Perceived Ease of Use, and User Acceptance of Information Technology",1989,S57293258,MIS Quarterly,62793
publication:W3199943451,publication,W3199943451,PHYLIP-Phylogeny inference package (Version 3.2),PHYLIP-Phylogeny inference package (Version 3.2),1989,S90511721,Cladistics,17864
publication:W2044758663,publication,W2044758663,Statistical Analysis With Missing Data,Statistical Analysis With Missing Data,1989,S4394736638,Journal of the American Statistical Association,17511
publication:W4240402692,publication,W4240402692,Statistical Power Analysis for the Behavioral Sciences,Statistical Power Analysis for the Behavioral Sciences,1989,S985303,Technometrics,16510
publication:W4300870773,publication,W4300870773,Statistical Power Analysis for the Behavioral Sciences,Statistical Power Analysis for the Behavioral Sciences,1989,S985303,Technometrics,83876
publication:W2037124948,publication,W2037124948,Statistical Power Analysis for the Behavioral Sciences (2nd ed.).,Statistical Power Analysis for the Behavioral Sciences (2nd ed.).,1989,S4394736638,Journal of the American Statistical Association,37562
publication:W4298091299,publication,W4298091299,Structural Equations with Latent Variables,Structural Equations with Latent Variables,1989,name:без журнала,Без журнала,17029
publication:W2151487996,publication,W2151487996,The Pittsburgh sleep quality index: A new instrument for psychiatric practice and research,The Pittsburgh sleep quality index: A new instrument for psychiatric practice and research,1989,S84074229,Psychiatry Research,34032
publication:W2033943395,publication,W2033943395,User Acceptance of Computer Technology: A Comparison of Two Theoretical Models,User Acceptance of Computer Technology: A Comparison of Two Theoretical Models,1989,S33323087,Management Science,25158
publication:W2118094114,publication,W2118094114,A simple salting out procedure for extracting DNA from human nucleated cells,A simple salting out procedure for extracting DNA from human nucleated cells,1988,S134668137,Nucleic Acids Research,20530
publication:W2328176404,publication,W2328176404,Comparing the Areas under Two or More Correlated Receiver Operating Characteristic Curves: A Nonparametric Approach,Comparing the Areas under Two or More Correlated Receiver Operating Characteristic Curves: A Nonparametric Approach,1988,S8265502,Biometrics,21971
publication:W4234347480,publication,W4234347480,Computer Simulation of Liquids,Computer Simulation of Liquids,1988,S189140625,Journal of Molecular Liquids,15922
publication:W2086957099,publication,W2086957099,Density-functional exchange-energy approximation with correct asymptotic behavior,Density-functional exchange-energy approximation with correct asymptotic behavior,1988,S4210219937,"Physical review. A, General physics",53197
publication:W2148905283,publication,W2148905283,Development and validation of brief measures of positive and negative affect: The PANAS scales.,Development and validation of brief measures of positive and negative affect: The PANAS scales.,1988,S29984966,Journal of Personality and Social Psychology,31640
publication:W4292994367,publication,W4292994367,Development and validation of brief measures of positive and negative affect: The PANAS scales.,Development and validation of brief measures of positive and negative affect: The PANAS scales.,1988,S29984966,Journal of Personality and Social Psychology,31749
publication:W2023271753,publication,W2023271753,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,1988,S4210174675,"Physical review. B, Condensed matter",99240
publication:W1639032689,publication,W1639032689,"Genetic Algorithms in Search, Optimization and Machine Learning","Genetic Algorithms in Search, Optimization and Machine Learning",1988,name:без журнала,Без журнала,17770
publication:W1517701247,publication,W1517701247,Harvard Business Review,Harvard Business Review,1988,S39841227,International Journal of Forecasting,18229
publication:W2038767330,publication,W2038767330,"Intermolecular interactions from a natural bond orbital, donor-acceptor viewpoint","Intermolecular interactions from a natural bond orbital, donor-acceptor viewpoint",1988,S41143188,Chemical Reviews,17144
publication:W2160456562,publication,W2160456562,Internal combustion engine fundamentals,Internal combustion engine fundamentals,1988,S2764375719,Choice Reviews Online,16777
publication:W2118016181,publication,W2118016181,On the Evaluation of Structural Equation Models,On the Evaluation of Structural Equation Models,1988,S92522684,Journal of the Academy of Marketing Science,15731
publication:W4243667233,publication,W4243667233,On the evaluation of structural equation models,On the evaluation of structural equation models,1988,S92522684,Journal of the Academy of Marketing Science,20326
publication:W3021722416,publication,W3021722416,Partial Differential Equations,Partial Differential Equations,1988,S118039931,Lecture notes in mathematics,23635
